title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
Not the SWISS that once was,Zurich,Singapore,International,"Swiss - What happened to your Customer Service???
Outsourcing your call center to India wasn't a smart move. Your booking system on your website says one story, your Customer Service people say another!End result? YOU are responsible for BOTH!
Train your people, partners and outsourced representatives BETTER. You should be ashamed of the drop in the level of customer service you used to be famous for.",December 2024,"December 9, 2024",2.0,,,,,1.0,,,
Dont fly Swiss Air.,Zurich,Gothenburg,Europe,8h+ delay. rerouted tru Bryssel. Making 14h travel to 24h travel. They refuse compensation. Flight was from Cape Town whit one stop in Zurich. Now tow stops and 24h. and no Compensation. Flight ticket was 600Euro so not free.,December 2024,"December 9, 2024",1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
Never again! Watch out people!,Zurich,Buenos Aires,International,"I want to complain about my flight from Zurich to Buenos. The entertainment on board wasn't working for the whole flight, which I can understand bad things happen sometimes, but on a 17h journey, really? It was such a long flight and we were told about that when we were already queuing up at the gate. So I had no time not even to download netflix shows or whatsover, the least you could've done was to offer free wifi plus the food was spoiled. As soon as I had dinner, I felt sick and I had food poisoning for the next few days, which disrupted my trip in Buenos Aires. I'm flying back with you in January and I'm already anxious to think about that. I take anxiety medicine and can't sleep on planes, so the journey was a complete nightmare as there was nothing to do, feeling sick. I've always heard nice things, and there were even cheaper options but I wanted to fly with you for the first time and by faaaaar it was the worst experience I've ever had. I'm trying to get in touch with them to complain and ask for a compensation, their chat assistant is a complete joke, they're so useless and rude!! Instead of helping you out, they send copy and paste messages and try to end the chat every minute. Then I try to complain on the link the assistant provided, and the feedback message doesn't send when you click submit. I'm shocked with Swiss Airlines service, honestly. Awful experience from the flight experience to chat assistant.",December 2024,"December 9, 2024",1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0
Unprofessional handling with passengers,Berlin,Manila,International,"The worst approach ever, today the 07 of December 2024, we arrived a bit late due to train delays and we were looking stressed and tired.
We stood at the line for check-in. It was our turn at the counter and the guy at the check in desk said what's wrong? What's wrong??? Nothing wrong we want to check in, he said yeah but you look stressed out, I say yes sir we had a couple of train delays. He was so rude and mean for no reason to us just because we looked stressed out ?? Why?? We talked to him very respectfully. To be honest I also work in hotel as receptionist but I never approach people with this unprofessional way. Educate your employees please really that's shame.",December 2024,"December 6, 2024",1.0,,,,1.0,,,1.0,
"No meals, no snacks, and no flight on time.",Montreal,Cairo,International,"Ticket promised a meal, but they will not give you meal as promised. No snacks nothing. They are looking to save money.

One meal from Montreal to Zurich. No snacks.

No Meal from Zurich to Cairo. And no snacks.

They don't fly on time, late 1 hour 40 minutes from Montreal flight. 

I will never fly with them again.",December 2024,"December 5, 2024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Don't fly Swiss!,Fresno,Sibiu,International,"Complete lack of integrity. Promised reimbursement for our rebooked flight from Zurich. # people in our party. We had to pay for overnight stay in Zurich, not cheap, with a promise of reimbursement. Spent over $1000.00 and only $330.00 reimbursed.
They do not follow-up on communications.",September 2024,"December 5, 2024",1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0
"Swiss Airlines forgot that they don't only ""deliver"" people, they are supposed to deliver their luggage at the same time",Singapore,Barcelona,International,"Landed in Barcelona with Swiss Airlines last Monday after a long personal trip from Singapore, to visit my elderly mother before Christmas. Made it through the Zurich stopover on time, but my priority-tagged luggage (including Christmas gifts!) was, for some reason, booked in the following flight, 5 hours later.🤷‍♂️

That was the last I knew about them...

Fast forward four days and countless calls with customer service: each rep tells me something different. First, my bags are ""en route"" with delivery in 48-72 hours, despite the initial information telling me that they would be delivered the next morning. Then, they're ""still within the 72-hour window"" (which apparently has no defined start time and seems to be different from my landing time). One rep says a local company is delivering my bags, another says it's Groundforce delivering them. I even got a second email TODAY saying the delivery company NOW has my luggage... four days after the first email said the same thing. 🤯 Honestly, it feels like they're either clueless or lying to my face. Either way, it's not a good look. This isn't even about delayed luggage; it's about broken promises and a complete disregard for the customer experience.

Swiss Airlines, you delivered me safely and on time (thank you,) but you failed spectacularly on bringing my baggage at the same time which, remember, is ALSO part of the service. And your customer support? Let's just say it needs a serious upgrade. And this also looks bad for Star Alliance as a whole.

As of now, my bags are still lost in some kind of Swiss Airlines/Groundforce timespace distortion vortex, and I'm flying back to Singapore tomorrow. Whether the suitcases show up today or never, you've lost a customer Swiss International Air Lines.

Brands live or die on the strength of their perception among customers.

hashtag#DelayedLuggage hashtag#CustomerServiceFail hashtag#FeelingLiedTo",December 2024,"December 5, 2024",1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0
Avoid SWISS on longer flights as they operate aircraft from stone age,Zurich,Dubai,International,"Well well. Okay, in the end, SWISS is Lufthansa Group that should have been warning enough. Its a pity but I read some good things about SWISS in advance, and so I was not prepared for what I discoverd. First of all, they operate those nearly 7 hours flight from Zurich to Dubai with an Airbus A330-300 aircraft that has been assembled shortly after the end of stonage. Ok, using old aircrafts thats typically part of Lufthansa DNA.

This plane has so little seat space its rediculous – under your feet there is hust half the normal space, as they have placed a metall box there that contains I think the entertainment systems electronics. So, if you are taller than 1,65 m, you wont find much space for the next 7 hours of flight. The reason … when this aircraft was taken into the fleet, passengers entertainment ment just radio programs that a pax could find and direct from his armrest and there was a CRT monitor on the ceiling showing movies for all the eco guests. When SWISS updated the cabin, they went for personal tv screens however it seems they had no other solution than putting the needed electronics below the seats. This could be a tolerable solution in the year 2010 but in 2024 its rediculous. An airline that offers its passengers on a 7 hours flight such a torture with lack of foot room can't earn any positive points.

Plus, the seats are small as well. As a passenger sitting on  the aisle seats, the arm of my neighbor from the left all the time touched my breast und my left arm was sleeping after the fli flight as I found no place where to rest it. And I am not tall, I am small !",November 2024,"December 3, 2024",3.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0
Service Disaster,Zurich,Oslo,Europe,"The hotline of SWISS (Senator Service) is getting worse and worse, I had to change a flight and had to call several times to solve the problem. Some agents just hung up once they realized the issue was a bit more time consuming, some were absolutely not able to solve the issue and some did not even listen to me, although I asked them to listen. Just a disaster, at the end I had to give up….

I understand the CEO of Bulgari and his review that made a big round in social media. A pity Swiss is not able to improve their service level - at the moment they are worse than any low cost carrier.",November 2024,"December 3, 2024",1.0,,,,1.0,1.0,,,
Amazing,London,Canton of Geneva,Europe,"First time I have flown with this company. We were sat in economy! It was absolutely amazing. Lovely comfortable seats, super clean, lovely staff, but the food for me was the best food I have EVER had on a flight. Better than Emirates and virgin. I will always be using this company if they fly to places I want to go. The tomato juice they served was amazing.",August 2024,"December 3, 2024",5.0,,,,,,,,
Broken seat - no refund,Zurich,Singapore,International,"I initially booked an economy seat and paid an additional 132 CHF for extra legroom—a premium cost, but I wanted a more comfortable flight. At boarding, Swiss announced an opportunity to upgrade to premium economy, which I decided to do for an additional 480 CHF. At the gate, the staff informed me that I would be eligible for a refund on the previously booked economy seat reservation.

Unfortunately, my experience in premium economy was far from satisfactory. The seat I was assigned was broken, repeatedly returning to the upright position, leaving me with a very uncomfortable flight. While the staff attempted to assist, there was no resolution, and I had to endure the broken seat for the entire journey.

After the trip, I contacted Swiss to address the issue. After some time, they responded, agreeing to refund the seat reservation fee for economy but declining to compensate for the premium economy upgrade. Despite several emails back and forth, I am still waiting for a resolution. I believe it is unfair to pay for a premium seat that was faulty. I did not request a refund for the entire flight, only the difference for the upgrade, but I feel ignored and extremely disappointed. I am still awaiting a response.",November 2024,"December 3, 2024",1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0
Makes Spirit Airlines look like a luxury airline,Dublin,Zurich,Europe,"Horrible!!!!!  We were scheduled to fly Dublin to Zurich, Zurich to Tampa, USA.  As we are boarding the first leg, we find out the second leg is canceled.  No one and I mean NO ONE had answers.  Once we get to Zurich, we waited in line 4 hours at Transfer B counter with everyone else from this flight to rebook.  Sure, they gave us a hotel and meal voucher, but their level of service is abysmal.   They finally rebooked us on AA the following day missing a day of work and having to pay for more airport parking.  Nope, never again.",December 2024,"December 1, 2024",1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0
Rip Off,Zurich,San Diego,International,"My wife and I were scheduled to depart Zurich for Los Angeles connecting to a flight to San Diego, our home.  Four hours before boarding we received a text from Swiss air telling us our flight is cancelled.  We called Amex who we had booked the round trip flight through,  and they arranged for us to fly the next day on United Air, one of the Swiss Air  ""partners"",  but to San Francisco and on to San Diego. There were no First Class seats on those flights, so we were put in Premium Economy and Economy.  It was the first time we had ever booked First Class.  We went to Swiss Air at the airport and they looked at other options for us, but none was better. They told us the reason for the cancellation was there was no airplane!  We got the dinner voucher and the one night hotel stay as the airline is required to do.  However Swiss Air has refused to compensate us for 1) the Flight Cancellation within 5 hours of departure, 2) the missed connection to our original United flight from LAX to SAN and 3) the downgrade of our original purchase from Business class on both flights to Premier Economy and Economy class  all of which are outlined in the Passenger Bill of Rights we requested and received at Zurich airport. When we called Amex and asked about a refund their response was, ""well, you got home, didn't you. We could have booked the flights with a broker for less money, but chose Amex travel as it seemed a more reliable option. We have appealed to the Swiss Aviation authority but have yet to hear from them.
I will never book Swiss Air again.",October 2024,"November 30, 2024",1.0,,,,,,,,
Strange Encounter,Singapore,Zurich,International,had a strange encounter with a steward here. dropped my phone in between the cracks of the seats so i had to bend over from the aisle inwards on the floor to the seats to grab it. my leg was jutting out onto the aisle. this one steward just rammed the serving caddy straight into it and kept going at it as though it was something that was meant to be rolled over. when i told him my leg was there he did not say anything but gave a poker face. i had to tell him twice before he realised. he didnt say anything about it though. it didn't hurt but i thought the standard was to apologise or at least say something like not noticing? i'd be okay with either. he just kept quiet about it. the fact that they expected to just roll over something they thought was blocking the caddy was just so strange to me. 2 other ladies got red wine spilled onto them by accident during the after-meal cleanup. service recovery for them was great though; they were offered first class PJs to replace their wet pants,October 2024,"November 30, 2024",3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0
Horrible Customer Service,Melbourne,Milan,International,"Swiss airline is absolutely horrible at customer service. They have no understanding whatsoever of their own airline. We had a flight changed because their flight had been delayed so we got a complimentary change, everything was confirmed and we were set to go then all of a sudden we get an urgent email asking to call them. We call them and then all of a sudden we don’t have a flight back even though my whole booking has been confirmed, the guy on the other line was not helpful at all just kept asking us to fill out a form of complaint or refund the ticket meaning that we would have to rebook at double the price. I have gone on their website and they have plenty of space on planes flying out on the exact same date but they are not willing to change it due to rebooking flights are different to direct booking flights. Absolutely disgraceful I don’t recommend less",November 2024,"November 30, 2024",1.0,,,,,,,,
A disastrous experience on all sides of the flight,Newark,Canton of Geneva,International,"This review is on behalf of my Dad as he flew this airlines to Geneva for family related matter. Unfortunately his experience was very poor. Seats were very uncomfortable and tiny, not wide enough, food was not good, The price for the ticket was very not worth the price. Staff were polite but were noisy when handling food. Food had absolutely no taste to it. I would not recommend this airline at all. Also, they did such a poor job making the amenity kit, We will most likely not be flying with this airline again. This airline has completely went downhill. If you want to fly to Geneva I would stay away from Swiss Air and use a different airline at all costs.",November 2024,"November 28, 2024",1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
Airlines not meant for COPD Patients with Breathing Machines,Zurich,Mumbai,International,"I am a COPD patient carrying a Oxygen Concentrator.
Swiss Airline Airport Officer refused that I carry this very important Machine with me.
This Gaghet has no Gas bottle, nor liquid Oxygen.
This Gaghet is approved by FAA but Swiss Airport officer being very arrogant didnot intrested what FAA recommends. He said we are not FAA but Swiss. 
After more than an 30 minutes, we contacted the Captain and Crew of the Plane, who finally decided that I could fly with my Breathing Machine. Therefore the flight was 30 Minutes delayed.
The serice on the plane itself was quite OK.
The seats are extremely narrow and unconfortable.
Swiss Officer must learn to respect the customer. For this reason I will not fly with Swiss again. For COPD patients should have to go through lot of burocracy and fill in forms with endless stupid questions and have it confirmed and signed by the Doctor.",November 2024,"November 27, 2024",2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0
Standby seat nightmare without compensation.,London,Canton of Geneva,Europe,"Terrible service. Ticket didnt have  a seat allocated on it after printing. Was told I was on standby with a business class ticket. After the whole plane boarded I was told I could sit in an economy class seat and would be compensated. Upon lodging compensation I was told there is no compensation.

Terrible service will not be using again.",November 2024,"November 24, 2024",1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
"Swiss Air, remover the old days?",Newark,Venice,International,"I would never travel to Europe again on any American airline. I have flown SAS, Lufthansa, Italian Airlines and KLM in the past and now I add Swiss Air. My flight landed in Zurich where I had a short layover. It has been a long time, way before Covid since I was treated so royally. The service top notch, the food fantastic and the comfort excellent. Granted I was in business class but it felt like first class. And to top it off, the Zurich Airport was like a five star hotel.  Modern, clean, comfortable, with updated technology everywhere for everyone. Courteous staff, helpful and efficient. This is the only way to fly to Europe IMHO",October 2024,"November 24, 2024",5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0
"Swiss changing flights and then ignoring refund request (no money, no communication)",Prague,Sharm El Sheikh,International,"On 19th August 2024 I purchased a flight from PRG to SSH from Swiss for 1st November 2024.  I did not use any dealer, I bought the tickets directly on the Swiss web site. I payed around 4000CZK. I payed in CZK. The receipt was also in CZK.

On 2nd October 2024 Swiss sent me an email that they want to change my flight. The change was more than 3 hours. They changed my flight to land at SSH at 18:15 (previously it was supposed to be 14:40). In the email they offered either to accept the itinerary or request a refund. Three and half hours is a lot so I decided to ask for a refund. Swiss confirmed the refund request on 2nd October 2024.

I did not receive any money for following 2 week so I filled their form and ask what was happening. They replied they I am not qualified for a full refund and that they will return only part of the money and in CHF (not in CZK). What??? Honestly, it looked more like an AI generated reply.  I replied to them that I do not agree. Since that I filled another form and ask what was happening.

Today is 23rd November 2024 (52 days after the refund request). I have no money and no reply from Swiss. Absolutely nothing. No information online. My experience is that even low cost air lines treated me better than Swiss. Most likely, this was most my last purchase with Swiss.",November 2024,"November 22, 2024",1.0,1.0,,1.0,1.0,1.0,,,
Poor experience with Swiss,Wroclaw,Zurich,Europe,"Swiss became a really bad airline. Honestly, prices went up significantly since 2020 but the service is a misunderstanding. The flight we were supposed to take was canceled on the day of travel. We got rebooked to the next day, super early flight via Warsaw. No information about the hotel. Tried to contact Swiss, long waiting times and no answer. Went to Lufthansa since it's the mother company, answer: pay hotel yourself and then request reimbursement on Swiss website. They couldn't propose other connection despite on that day there were multiple flights to Warsaw, Munich, Frankfurt or Dusseldorf where it was totally possible to change to Zurich. 
To me, this was a final call to write a public review; I have traveled with Swiss over 10 times in last 4 months. Not a single flight was on time. It's very disappointing and I know I will look for alternatives to Swiss flying to/from Zürich.",November 2024,"November 22, 2024",1.0,,,,,1.0,,1.0,
Flying with swiss was 👌 love swiss airline,Birmingham,Zurich,Europe,"Swiss flight was brilliant, quality service, friendly efficent staff. I would recommend anyone to fly with them for high standards of service.",November 2024,"November 19, 2024",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Awesome Experience,Rome,Newark,International,"I just wanted to leave a good review for this airline as the service was incredible. It was a standard economy flight with a connection in Zurich. Our flight left about 30 mins late, and I didn’t think there was any way in hell I would be making the connecting flight as we landed at 5:10 and the next flight was scheduled to depart at 5:15. When we landed though, the 7 people with that connecting flight were escorted directly by shuttle straight off the plane via the tarmac to the next gate, and they delayed the flight until we arrived. It was very smooth. And even more to my surprise, my checked luggage made it as well! Great job Swiss Air. Also, the food was great on the flight as well.",November 2024,"November 18, 2024",5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
Don’t take Swiss unless you want to be harassed and lost luggage.,Athens,Toronto,International,"Disgusting airline. I had a blanket they gave us around my neck and the host ripped it off my neck. For one don’t touch me. For two ask for it back. That was TO Greece . And they cancelled the flight hours before from Greece to Toronto, and put us on a really disorganized makeup flight where they lost our luggage. Never go with Swiss. They won’t compensate us either and it’s been since September. They don’t care about their customers.",September 2024,"November 18, 2024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"The ""excellence"" of the bottom.",Miami,Zurich,International,"Very sad..Swiss Air has become one of the worst airlines in Europe after the covid. 
Everything is bad! Price, seats, legroom, stewardess behavior,  awful food,offered chocolate changed to the cheapest chocolate quality, business Lounge in airports , customer service general...Bad , bad, bad..They advertise themselves as excellence and what you actually get is arrogant behavior and cheapy services.",November 2024,"November 15, 2024",1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
Very bad customer support on refund process,Porto,Canton of Geneva,Europe,"My flight was canceled a few hours before the departure, and when I requested the refund (because the alternative didn't fit our schedule), it took 4 months to have all refunded.
During that time I was unable to get a proper answer from the customer support, either via e-mail either via phone. (I did more that 2 dozens of e-mails, ticket and calls....). Right now I am on my way to sue the company.",June 2024,"November 15, 2024",1.0,,,,1.0,,,,
"Swiss Airlines, Lost of Swissness",Zurich,Bangkok,International,"This was our return flight from Zurich to Bangkok. The check in is wonderful, professional and in time handled. The airline lounge in terminal E is great. We had middle seats and because my wife is short, she could not reach the floor (not the first time) but the crew was helpful to provide extra pillows to overcome this. Be an overnight flight leaving Zurich just after 6:00 PM, one is looking forward to the meal service, which is to put it mildly an absolute disaster, no taste, no flavour, dry and so called designed by a well known Swiss chef. The overnight kit is a joke, a thin plastic pouch with the essentials which is totally not business class oriented. Sleep arrangements are basic. The entertainment option is with old movies and little choice. Breakfast is the hammer. Another disappointment. Old and rubbery bread, eggs lukewarm and the entire presentation is average. In my case not served as ordered on the form submitted by departure. I think the airline needs to readdress what Business Class means, who flies that class, what are their expectations and see what the competition does.",November 2024,"November 13, 2024",2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,1.0
Swiss Aireline,Dubai,Copenhagen,International,"I flew from Dubai to Copenhagen on November 11 , with a transit at Zurich airport , I arrived to my final destination and find out that my luggage didn’t came , I reported immediately , but nothing was done , the custumer service are the worst they all having the same script like imagine I don’t have my clothes with me and it’s really cold here , until today they couldn’t trace my luggage , and there’s no one to talk too , Swiss Aireline are the worst from all the sides , poor custumer service no help at all 
This is my lesson to never fly with this compagny don’t even think to fly with Swiss Aireline even if it’s free .",November 2024,"November 12, 2024",1.0,,,,,,,,
