title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
"Terrible experience, lost bag, stolen items, worst customer service",Raleigh,Paris,International,"Air France has been by far the worst airline experience we've ever had. It's supposedly a Delta partner and we have Gold Medallion status so we thought booking through them would be a good choice. Their publicly stated policy says that they honor Delta status members with a free checked bag, yet I was charged to and from my destination. On the way back, our bags also got delayed which RDU staff said is a regular occurrence with the airline. When we received our bag, we had valuable items stolen, including a luxury purse. 

All of this happened about a month ago and I'm still dealing with customer service. I tried using their text and phone lines but no one was able to help and all I could do was submit a ticket on their website. Since then, I've only received automated email requests for additional information and no real person responds when I reply. It's been a HUGE headache and I would never recommend this airline to anyone.",2024-11,2024-12-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ubelievably bad customer service,London,Lima,International,"Our flight from London was delayed, we had to run with our toddler on my arm to make the connecting flight to London, but luggage did not make it Lima, it was stuck in Paris.
On the ground the luggae handling person said, the luggage has been found in Paris and we get it after the next flight arrives.
24 hours after our arrival I received an email that we would get our luggage within 24 hours. Since we have not been contacted by AF after 12 hours I called AF when we would get it, they don't guarantee anything. Then they hung up on me. When I called again 1 minute later they said the system was down, which was not credible. It sounded like they lied.
This is absolutely appaling behaviour.",2024-12,2024-12-13,1.0,2.0,2.0,3.1219191587249426,1.0,1.0,2.0,1.0,3.0819906910132473
Almost Terrible!,Havana,Amsterdam,International,"Hello, my name is Stavros Tsoulis and on 11/11/24 I took the flight from HAV to AMS with a connection at CDG. The first flight AF817 was delayed by 1 hour and the second one to AMS (flight AF1740) was initially changed to be operated by another airline and then changed again but at a later time than scheduled. When I booked the tickets I was scheduled to arrive in Amsterdam at 14:00, so I booked a flight (A3519) with Aegean Airlines to SKG departing at 18:00 from AMS. 

Due to the delay in Havana, I missed the flight from CDG to AMS, so I also missed the scheduled flight with Aegean to return to Greece. The employee of the French company, since she showed me in a way that she didn't care at all and simply apologized to me with a sense of irony and  ZERO respect, she booked me another flight from Paris to Amsterdam and gave me a €15 voucher!!! for my inconvenience, which cost me €180, because I had to change the ticket to Thessaloniki for the next day. And the endless incredible inconvenience didn't end there, as one of my two luggage NEVER arrived in Amsterdam and stayed in Paris. when they find it they will send it to me in Thessaloniki. We pay these people and this company hundreds and thousands of euros. To show zero respect and zero understanding.",2024-12,2024-12-12,2.0,3.0,3.0,5.0,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Bad airline,Rome,Paris,Europe,"There's no organization, they are late, it's 3rd word planning. The fact that they are late and load 2 buses full of passengers from front and rear plane doors I had seat 6 and they made me board the plane from the rear door.",2024-12,2024-12-12,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
Absolutely Horrible Experience with Air France – Do Not Use This Airline!,Sydney,Paris,International,"I’ve never been more disappointed with an airline in my life. Air France is an absolute disaster from start to finish. The company is poorly organized, and the staff is equally terrible. It seems like the executives of this airline have no clue how to run a business. Their agreements with other companies are completely useless – we couldn’t even check in online because their systems don’t communicate with each other! How is that even possible in this day and age?

What’s worse, when two people are traveling together, they split up the family and then offer upgrades to other passengers to sit together. It’s absurd! So, if you want to make sure you’re sitting next to your travel companion, forget it – you’ll probably end up on opposite sides of the plane.

It’s clear Air France doesn’t know the first thing about customer service. If they can’t manage something as simple as checking in passengers and seating families together, how can we trust them to maintain their airplanes? Honestly, I wouldn’t feel safe flying with them again.

Do yourself a favor – avoid Air France at all costs. They have no idea what they’re doing.",2024-12,2024-12-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
Be Aware,New York City,Frankfurt,International,"Company has no care for your luggage. My luggage was not only delayed, not delivered as promised, damaged and left unattended at the airport with several others. No one available to check it out. Anyone could take them and leave. I was lucky to recover mine. My claim was not fully honored even with all proof provided. Don’t trust them with anything you consider priceless!",2024-09,2024-12-09,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Forced to pay hotel and throw away clothing,Barcelona,San Jose,International,"Forced to pay hotel and wait until next day due to a tight layover (1 hour and 15 min from landing to gate closing) in Paris, where the passport control took 40 min. + 30 commuting. 
We landed at 11:49
we got out of the plane at 11:59
we started the passport control queue at 12:06
we took the shuttle bus at 12:56
We ran to arrive at the gate at 13;06 only to be told that gate was closed and they will offer alternative (plane was still there and was to depart at 13:20. 

We went to air France support and they gave us a flight next day but told us that they consider that 1 hour and 31 min. Between landing and taking off was enough, so they will not offer accommodation... 
We had to pay the hotel

Next day, at check-in they told us my laptop was too heavy so I had to checkin my luggage that was 110€ more...
Given that my checked bag was already checked I could not take clothing from my hand luggage to the suitcase.

 I  throw away clothing at the airport (it was cheaper than paying that...) 

Definitely, it has been the worst experience ever at any flight company... I thought airfrance was better than this... Not anymore.",2024-12,2024-12-08,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Air France/JFK Baggage Nightmare,Paris,New York City,International,"Stewart Shaw
AF # 008 from CDG to JFK arrived Wednesday, 12/4/24 evening. Well over 1 hour and more than 100 passengers waiting for baggage to arrive at Carousel #4 in Terminal 1. After this inexcusably long wait which never saw an agent come and announce to all the inconvenienced passengers waiting why the reason for this insufferable delay. My bag didn't appear, the carousel stopped, the agent said there were no more bags and to report to the other baggage agent. They scanned my Baggage Claim ticket and it tracked back to CDG. I filled out all the info they asked for, name, address, phone, email and they promised to send it when it arrived. I asked the agent twice, if they were sure, did they need anymore info from me but they insisted I was done and to go home and they promised to deliver my bag to me. I live 2 1/2 hours away from the airport in North Ulster county, NY. The next morning, a woman named Fiji called from Air France baggage at JFK and said, my bag WAS on my flight after all. And since it was on my flight, THEY WON'T PAY TO SEND IT TO ME!! It's their ""rule"". I explained everything, that it was obviously their fault, not mine. I never would've never left the airport without my suitcase. They had told me it would be taken care of, to go home, and now this nonsense! They are very cavalier and unprofessional. I'm 65, don't have a car and would have to pay my way by bus, train, subway there and back, about $100, taking all day because they screwed up royally and I'm the one punished for their dumb mistakes. I've spent hours on the phone, in chat, even calling baggage service in France and even though they understand the situation they are uncooperative and un-accomodating. I am begging to have this case escalated to someone in authority and have it resoved fairly. Thus far, my 1st experience with Air France has been disgraceful and unacceptable! I'm traveling to France 3 - 4 times next year and unless AirFrance resolves THEIR mistake I will be using another airline.",2024-12,2024-12-07,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0
"Johannesburg to Paris, 11 Hours, AF Nightmare",Johannesburg,Paris,International,"On my return 11 hour overnight flight I was assigned a seat on a sold out flight next to someone that occupied half my seat. I was unable to be comfortable, eat, sleep to get up to use the restroom…for 11 hours. I did not complain to the person, I complained to the airline, and at every opportunity they did nothing. After spending the last few years trying to build loyalty with AF, this was the last straw. In response I’ve closed my AF miles account. Thank goodness there are other, better airlines out there, as this was my last flight on AF.",2024-12,2024-12-06,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
Good business class but could be improved,Paris,New York City,International,"The Air France lounge is nice but nothing exceptional.  There isn't enough staff to help  around, the dishes are quite average and it was a little bit complicated to find a seat...The relaxation room is a nice area but again not that many seats. The flight in itself was enjoyable with a nice welcome when boarding and overall a very attentive service throughout the flight.  The selection of movies was sufficient.  My only complaint would be the lack of deep cleaning around the seat I had, a lot of old dust etc.... Otherwise the seat is comfortable and the food was better on the plane compared to the lounge.",2024-10,2024-12-06,4.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0
Feeling cheated by Air France,Ottawa,Paris,International,"Travelling to a family funeral with my husband and two sons, I booked 2 seats with luggage and reserved seats and 2 seats without either. Air France notified us of a change for the short leg of the trip, explaining the change in plane, and kept us seated together. However, Air France did not notify us that they had changed our seats for the longer flight, putting us in different sections of the plane without explanation. We learned at pre check-in time that this was the case. We proceeded to changing our seats. The only contiguous seats on the Air France site that were available came at the extra cost of over $130. Which, at this last minute, we paid. Our sons, who did not have reserved seats and did their pre check-in around the same time as us, were offered other seats than us on the Air France site, and obtained contiguous seats free of charge.

Air France’s client service absolutely refused to reimburse us, and could not explain why they separated us in the first place, nor why their site did not offer us free contiguous seats, when our sons had their pick. Further, indicating that we already had consumed the option, they said it was impossible to reimburse us. We feel cheated.",2024-11,2024-12-05,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0
Not really worth the extra money,Toronto,Paris,International,"First time flying AF Premium Economy.  While they tout Sky Priority perks, we found some if not very few were actually worth it.  Starting at luggage drop off, it was fairly good and easy at CDG.  You get 2 checked bags if you like but we always travel light.  Next was security.  This was a joke.  My daughter who was in regular economy actually went through faster.  So this part was a bust.  There is no access to lounges with the Premium ticket.  Is there an airline that offers this though???  Not sure. Boarding is zone 2 do it's supposed to be a nice boarding experience.  Did not feel that way especially at Pearson.  The gate we were at actually bottlenecks.  At CDG, it was a little better since it was a simple self- scan of the boarding pass. But then they made us wait in the tunnel.  Not good communication.  The seats are OK but Air Canada is roomier with a better configuration.  2 3,2 with only 3 rows for a total of 21 seats.  Air France on their 777 had a 2,4,2 layout with I believe we're 6 rows.  Felt a little crammed.  The seats and legroom we found were better with AC.  You get 2 water bottles at your seat with AF as well as blanket and pillow.  Blanket was actually nice.  Glass of champagne after takeoff with an amenities bag.  Video screen was a nice size as was the noise reducing headphones.  The choices of movies were only ok.  The wifi was hit and miss.  Most times did not work and kicked out.  The food was simply OK.  Was hoping for better.  Real silverware and a glass for your wine.  Digestif was also available.  Attention to passengers was limited which is why I prefer the AC Premium experience.   Snacks were actually not very good.  At arrivals, our Baggage was quick to come out because of Sky Priority tags.  Good advantage there.  Overall if we compare AC and AF, I would take the AC experience first.",2024-11,2024-12-04,3.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
NO REFUND AS PROMISED. Disgusting company,Paris,Thunder Bay,International,"Lost our bags. 
Told us to buy clothes. 
Only spent $300 for two of us. 
Now won’t refund us. 
They make it impossible.
Quoted Geneva convention not to pay.",2024-09,2024-12-02,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0
Hopeless,Paris,Chennai (Madras),International,"Traveling through CDG with Air France was an ordeal that left us broken. We were misdirected from counter to counter, kiosks failed, and unclear instructions forced us into endless queues. With senior citizens and a toddler, we navigated chaos only to be blamed for being late, despite arriving early.

When we protested, an Air France agent scolded me, told me not to return to Paris, and threatened to revoke our boarding passes. I had to beg, humiliated, while our toddler held her bladder for over 90 minutes. Every step—from bag drop to security—was marked by inefficiency, rude staff, and a complete lack of empathy.

At passport control, delays and indifference forced us to plead with strangers for help. At the gate, Air France staff berated us, calling us ungrateful despite the flight’s delay caused by their own inefficiencies.

By the time we boarded, exhaustion and humiliation overshadowed everything. A journey meant to celebrate family and love became a lesson in cruelty and indifference. CDG and Air France stripped us of dignity, leaving emotional scars we’ll carry forever.",2024-11,2024-11-29,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,1.0,1.0,1.0,1.0,3.0819906910132473
Avoid at all costs,Casablanca,San Francisco,International,"I truly hate air France. We have unfortunately had to fly on them multiple times. And multiple times we've had extremely delayed flights and missed oir connections. Or they only flight option is a 1 hour connect (no matter the day) and we miss it, because obviously they are not on time. Or, I understand I booked a non changeable ticket, but I had a family emergency so I assume someone would have a big of heart and change my date to a couple weeks earlier. Nope, they said to buy a new flight for 2 weeks earlier, tbag was their solution. I'm already annoyed that I have to fly this airline again.",2024-11,2024-11-29,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Never again! Terrible service!,Paris,Hamburg,Europe,"Our connection flight was impossible to reach - along with several other passengers we ran from Terminal G to F, only to miss our connection. Time between flights was one hour. We did also ask to be moved forward both at the security and passport queues. Unfortunately no staff member was willing to help - even showing our baording passes. This is what we mentioned to the support staff at the Air France Desk. The staff member there was not surprised, not helpful and simply plain rude French. He printed out new boarding tickets for a flight 6.5 hours later(!) We did not get an apology - only a 15 EUR voucher; which at Paris-Charles de Gaulle is barely enough for a hot meal with a drink.

The staff member did make sure to book us separat seats, each middle seats in different rows. And guess what? The flight was not even full! We ended up moving to free seats so we could sit together.

We arrived at out destination over 7 hours too late! We contacted Air France referring to Directive No. 261/2004 , giving a passenger the right to a compensation of at least € 250. Air France argued that the flight connection was indeed possible to make. 

This way of behaving is in my opinion, fraudulent to say the least. If you ever travel with Air France and something goes wrong – do not count on Air France to live up to any due responsibility or even to respect and follow established law.

I'm deeply disappointed and happy to pay more or travel longer with other airlines where at least I know the service will be justified.",2024-11,2024-11-29,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0
Air France you are a joke,Edinburgh,Paris,Europe,"Air France you are rubbish. You make the cheaper airlines look like first class. Forced to check in our hand luggage. Told we have no option but to upgrade to business if we want to keep them, but they can’t seat us together. It explains why I was not given a boarding pass at check in and forced to go to the desk. 
The female staff member at the desk was rude. Had no name badge and now I can see why. Refused to provide her name for when I contacted customer service over her rudeness and the experience.  Claimed the plane was full and then claimed it was because we were in a certain section. She was just spouting nonsense. No one before us or after us was asked to check in the luggage. Everyone around us had their bags on the plane. We arrived 3 hours early but she claimed folk had already checked in and the plane was full. 
If it was too full how can you allow us to keep it for business class. 
I paid extra to fly Air France, but never again. Sort your customer service on the front desk and move this rude lady to a back facing role. 
You are a joke.  Avoid and fly with someone else.",2024-11,2024-11-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Never again Air France,Paris,Mexico City,International,"My 82 year old father traveling in business class needed wheelchair service as he is unable to walk due to spinal cord issues. We had specifically booked wheelchair service , which their site confirmed, but Air France failed in providing it. Their customer service at the Paris airport is reprehensible to say the least. This is despite paying an arm and a leg for business class. Never again Air France.",2024-11,2024-11-27,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0
"""rebooked"" without consent shortly before departure",London,Fortaleza,International,Airfrance rebooked my 6am flight 3 hours and 45 minutes before departure without any consent. Literally bumped me out of the flight. They rebooked me from a flight that arrived at the destination at 4pm on a Friday to arrive at 4pm on a Sunday. I had a very important family function on Saturday evening. The one star goes to the representative (I wish I knew his name) who worked with me to get me to my destination in time. This took several phone calls and over an hour to get done.,2024-11,2024-11-27,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Air France is a fraudulent company.,Copenhagen,Paris,Europe,"Long story short: Flight from Copenhagen was scheduled to depart 12:05. The flight was delayed and AFTER the original departure time, a new departure time was announced to be 13:40 and thereafter changed a second time to 15:00. The flight was in fact delayed even further and departed from Copenhagen 16:52, and thus well over 3 hours delay. I contacted Air France referring to Directive No. 261/2004 , giving a passenger the right to a compensation of at least € 250. Air France first argued that the flight was not delayed beyond 3 hours. I then sent a copy of my physical boarding card clearly showing a departure time of 12:05. Air France then argued that they would not change their decision of refusing any compensation and that their decision was in line ""with company policies"" without outlining what those policies state. Not even when I requested an explanation why the EU-directive would be applicable, Air France even bothered to detail anything about it. It also deserves to be mentioned that the delay was not owing to any force majeure.

This way of behaving is in my opinion, fraudulent to say the least. If you ever travel with Air France and something goes wrong – do not count on Air France to live up to any due responsibility or even to respect and follow established law.",2024-10,2024-11-26,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
Wait and Stay up all night in case your lost luggage is delivered.,Paris,Chicago,International,"Air France lost some luggage and  was unable to provide delivery time for luggage. But the Delivery person showed up to deliver luggage at 11pm the next day and woke my entire family up.  Were we supposed to not go to sleep and wait for luggage the entire evening? Maybe if you told us when luggage would be delivered, we could have planned better, as we knew the luggage had arrived at the airport wayyyy earlier in the day.",2024-11,2024-11-25,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Would rather choose another airline next time.,Paris,Seoul,International,"Unfortunately, we were booked with KLM but the carrier was AirFrance. I feel like KLM's service and hard product is better. AirFrance had aloof and almost rude cabin crew, there was only 1 hot meal during a 12 hour flight, and one flight was over 2 hours late. We had to run through the airport to make our connection. Cleanliness of the bathrooms wasn't the best. All in all I wouldn't be happy to fly AirFrance again. Disappointing since you think you're booking KLM standard and AirFrance did not deliver it.",2024-11,2024-11-24,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0
Poor boarding logistics and customer service,Paris,Oslo,Europe,"Poor, poor organisation of the boarding process resulted in a long delay. At the gate we were forced to check in one piece of hand luggage (which was within the required size measurement and paid for). 

Waiting for this checked in luggage at our destination made me and my young daughter (it was her luggage) miss our corresponding train. 

Flight comfort was ok, but customer service at Charles de Gaulle, as well as boarding logistics, was horrible.",2024-11,2024-11-24,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0
Premium Economy minus the Premium,Bangkok,Paris,International,"I don’t normally complain or give bad reviews but we recently flew to Bangkok for our son’s wedding and we booked Premium Economy with KLM. The flight out with KLM was a really nice experience with excellent service and attentive staff. However the flight back was with Air France but still Premium Economy. We were served our lunch about one hour in to the flight. We didn’t see a member of staff until 10 hours in to the flight, one staff member came round with a water bottle and a paper cup. We eventually pressed the service button and asked if it was possible to have a drink. They eventually turned up and said that the bar was self service and that the bar was at the very back of the plane. This was a bit of a problem since my wife is disabled. The whole experience was really disappointing and it was not what we were expecting, especially after the flight out with KLM. Minor point but you could only have beer, red or white wine and fizz. I wish we had flown economy with Qatar or Emirates and I will certainly never fly Air France again. Very disappointing end to a really nice holiday.",2024-11,2024-11-24,1.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0
Never again with air France,Fortaleza,Basel,International,"Air France was by far the worst company I ever fly with. The first flight was late so we lost the second one. Making an 12 hours total flight time into 19 hours. The staff very rude. They gave us compensation 
10 euro to eat something in the airport in france, thats totally nothing for their prices, and we had to wait in the airport 
tired for many hours. They booked for us another flight that was delayed again for another 2 hours. In the end after we arrived in our final destination, we figured out the lost our language. I will never fly with them again and i dont recommend it to anyone.",2024-11,2024-11-23,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
Avoid Air France at All Costs – Horrible Experience!,Paris,Bari,Europe,"I recently had the misfortune of booking a flight with Air France, and I can confidently say it was one of the most frustrating and infuriating travel experiences I’ve ever had.

I booked a one-way flight from Paris to Bari on October 19, 2024, through the Air France counter at EWR. I received confirmation and expected everything to go smoothly. However, upon arrival at CDG airport, I was shocked to learn that Air France had canceled my tickets without any notification or valid reason.

To make matters worse, Air France staff at CDG forced me to repurchase new tickets at an exorbitant cost of EUR 1,470.82 for the same route—a significant increase from my original ticket price of $529.60. Despite specifically requesting a one-way ticket, I was erroneously charged for a round-trip fare, further compounding their incompetence.

This fiasco didn’t stop there. Because of Air France’s blatant failure, I had to book an overnight hotel stay, costing me an additional $517.45. When I tried to speak with a manager at CDG to resolve the issue, I was outright denied access to anyone in authority. The customer service was non-existent, dismissive, and unhelpful.

What’s worse is that my credit card company confirmed the ticket cancellation originated from Air France’s system—a failure on their part that they refuse to take responsibility for.

Air France’s actions were deceitful, unprofessional, and inexcusable. They breached their contract, engaged in unauthorized billing, and left me scrambling to deal with the fallout of their incompetence. To date, I have not received any compensation or acknowledgment of their errors.

I strongly urge anyone considering Air France to look elsewhere. This airline clearly has no regard for its customers, and their poor management and predatory practices make them one of the worst airlines I have ever dealt with. Save yourself the trouble and book with a company that values your time and money.

Rating: 0/5 – If I could give negative stars, I would.",2024-10,2024-11-22,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Do not fly AirFrance,London,Paris,Europe,Worst company ever. Cancelled flight. Rebooked with connection via FRANKFURT making a less than 2h journey into 5+ hours. Rude staff who has no regards to people and on top of  that they take your HANDluggage and check it in making you wait 1+ hour to receive it upon landing. You might as well book a budget airline same service level,2024-11,2024-11-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst travel experience,Paris,Stockholm,Europe,"Air France flight experience from Paris CDG to Stockholm, Travel schedule at 9:00 pm

We do not eat ham due to our religious beliefs, and the food server on your flight did not handle the situation appropriately. The way he expressed himself was unprofessional and disrespectful. Later, he served us a small extra almond cake, which felt like he was treating us as beggars. Let me clarify: we are not beggars to accept leftover food.

Additionally, we were traveling with a 6-year-old child who went without proper food during the flight. This was unacceptable.

Furthermore, while we understand that flight delays can happen, the gate change was not communicated to us. We relied on the gate number printed on our boarding pass, only to realize at the last moment that the gate had been changed. There was no notification or announcement regarding this change. What would have happened if we had missed the flight? Who would take responsibility in such a situation?",2024-11,2024-11-22,1.0,3.256587202007528,3.118511569731082,3.1219191587249426,3.0816201288738876,2.9329363835788156,3.4978647686832742,3.2173455056179776,3.0819906910132473
Horrible service,Seoul,Paris,International,"flights delayed, had to stay in Paris. Front desk was not helpful no hotel was provided. Never traveling again with AirFrance",2024-11,2024-11-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
